wavelength,intensity,reflectance
901.1691579167898,16838,0.7966125751052656
905.0632354537707,18803,0.8014577383743233
908.9530429064923,20698,0.7994283727936349
912.8385802749547,22613,0.7971586702858956
918.0126544129456,25158,0.7896917571724528
921.8882282514696,28011,0.7840727781665501
925.7595320057344,31593,0.7719919851431922
929.62656567574,35718,0.7691214470284238
933.4893292614863,40404,0.7724248680890112
937.3478227629734,45221,0.780035533782968
941.202046180201,49647,0.7894761950195592
945.0519995131696,53223,0.7964534231200898
948.8976827618787,56559,0.799748306726432
954.0186180735321,60343,0.8027110437119217
957.8543377923032,63486,0.8036304257015912
961.6857874268148,66112,0.8021159399189537
965.5129669770672,68876,0.8012191149783631
969.3358764430603,71573,0.8017138056566788
973.1545158247943,74708,0.8002742279305433
976.9688851222688,77283,0.8000393378813445
980.7789843354842,80389,0.7981988422547238
985.8524742664791,83991,0.7986896282842498
989.6526099497563,86808,0.7968935033460934
993.448475548774,89355,0.7951784713137732
997.2400710635326,91707,0.7956049866830923
1001.0273964940318,93916,0.7951435925223517
1004.8104518402719,96186,0.7947417126615328
1008.5892371022526,97931,0.7938313135816479
1012.363752279974,99883,0.7942350508905852
1016.1339973734363,101436,0.7943677854871803
1021.1543484780938,103255,0.7947277275351164
1024.9146300416178,103758,0.7955376653248993
1028.6706415208823,104291,0.7959018582821383
1032.4223829158877,104520,0.7960517296531554
1036.169854226634,104715,0.7964753219292174
1039.9130554531207,104817,0.7965665040353836
1043.6519865953483,104717,0.7969633547699684
1047.3866476533167,104327,0.7973510035004051
1051.117038627026,104215,0.7970859306283223
1056.0842509053457,103606,0.7976871492035139
1059.8046783491166,103065,0.7980070149357739
1063.520835708628,102500,0.7983674359553538
1067.2327229838804,102508,0.7983240397495405
1070.9403401748732,102549,0.7987490945344934
1074.643687281607,102077,0.7992749310949636
1078.3427643040816,102041,0.7993059798530494
1082.037571242297,102214,0.799289964889233
1085.7281080962528,102302,0.8000218965544208
1090.6421815482354,102737,0.8000451664148769
1094.322754872253,103009,0.8001569102659707
1097.9990581120114,103580,0.8009031230427823
1101.6710912675103,104125,0.8014300668082879
1105.3388543387505,104528,0.8020994797341887
1109.002347325731,105148,0.801695677699246
1112.6615702284523,105861,0.8021535034212062
1116.3165230469144,106474,0.8028986818689108
